"";"Title";"Year";"Source title";"Cited by";"DOI";"Link";"Abstract";"Author Keywords";"Index Keywords";"Language of Original Document";"Document Type";"Open Access";"Source"
"406";"The feasibility and expediency of gamification activities in higher education";2019;"International Journal of Education and Practice";4;"10.18488/journal.61.2019.74.459.468";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078257340&doi=10.18488%2fjournal.61.2019.74.459.468&partnerID=40&md5=ce36fd641360ec89161b08178c3923ce";"This study aimed to identify the feasibility and expediency of gamifying activities in higher education institutions, for which an original methodology was used. However, gamification is complex and carries a high degree of risk in achieving organizational efficiency. It is therefore advisable to adopt a fragmented approach and selectively gamify individual processes and features, focusing on educational and research activities. When introducing gamification, top management should provide conceptual and regulatory support and HR specialists coordination. Using a distribution model of managerial functions for gaming activities and determining priorities, taking the use of artificial intelligence into account, is shown to be expedient. © 2019 Conscientia Beam. All Rights Reserved.";"Activity; Artificial intelligence; Efficiency; Gamification; Higher education institution; Management system";"";"English";"Article";"All Open Access, Bronze";"Scopus"
"407";"Using gamification strategies to cultivate and measure professional educator dispositions";2019;"International Journal of Game-Based Learning";NA;"10.4018/IJGBL.2019010102";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058817714&doi=10.4018%2fIJGBL.2019010102&partnerID=40&md5=b9c5640361a734a19e035df487952ed1";"One of the most important outcomes of pre-service teacher education is the transition from assignmentoriented students to service-oriented education professionals. Faculty can assist in this process by cultivating professional educator dispositions within their courses. Gamification strategies can be an effective way to provide students with timely feedback regarding their progress toward professional educator dispositions. This study investigated the effectiveness of points, timely feedback, and leaderboards on cultivating and measuring specific professional educator dispositions among preservice teachers. Data was collected in four domains - personal responsibility, intellectual engagement, professional ethics and stewardship, and supportive interactions- where gamification strategies were additively implemented over five semesters. Results from this study indicate gamification strategies, when bundled together to leverage motivating factors such as competition and personalization led to increased gains in the four domains of professional educator dispositions. © 2019 IGI Global.";"Educator Dispositions; Gamification; Leaderboard; Points; Teacher Education";"";"English";"Article";"";"Scopus"
"408";"Gamification in management education: A systematic literature review";2019;"BAR - Brazilian Administration Review";7;"10.1590/1807-7692bar2019180103";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073293772&doi=10.1590%2f1807-7692bar2019180103&partnerID=40&md5=b882eb5a20c643589f5484fa1d41ab18";"Quality of teaching is increasingly important for the success of educational institutions. In this context, gamification is a tool often used to improve the teaching-learning process by helping both teachers and students reach their goals in the short, medium and long term. Given the importance of the topic both in academia and society, this article presents a systematic review of the literature on the use of gamification as a tool to enhance the quality of the teaching process in general, and, in particular, the teaching of management. The study searches the most relevant literature on the application of gamification to educational contexts and describes gamification’s main themes and constructs based on a systematic literature review of scholarly articles available in ISI Web of Science and Scopus databases. One of the main results of this study is to describe theoretical approaches to gamification and provide a conceptual model that gathers the contribution of various studies and paves the way for future research. © 2019, ANPAD - Associacao Nacional de Pos-Graduacao e Pesquisa em Administracao. All rights reserved.";"Education; Game-based learning; Gamification; Management";"";"English";"Article";"All Open Access, Gold, Green";"Scopus"
"409";"An empirical study of gamification frameworks";2019;"Journal of Organizational and End User Computing";3;"10.4018/JOEUC.2019010102";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055875562&doi=10.4018%2fJOEUC.2019010102&partnerID=40&md5=7555ba9ac8750c55788ee261b3fd3cfa";"Gamification is a relatively novel concept which is attracting interest from academics and practitioners as a method of mediating individual behaviour. It is increasingly being used in a wide range of social and business contexts across a range of diverse activities such as education, health care and personal productivity. In this article, the components used to implement gamification are catalogued. Using a standardised rubric, a sample of gamified activities is studied to measure the prevalence of the various components used to implement gamification. This research provides an empirically validated catalogue of specific components used to implement gamification, which can serve to guide the work of academics and practitioners. It demonstrates variance in the use of the different types of component, indicating that the utility of gamification components may differ. Finally, by contrasting the utilization of components in the individual and group contexts, this research identifies the contextual sensitivity of gamification. © 2019, IGI Global.";"Components of gamification; Gamification; Gamification components; Gamification contexts; Gamified activities";"Computer applications; Computer programming; Business contexts; Empirical studies; Gamification; Gamified activities; Individual behaviour; Novel concept; Personal productivity; Specific component; Productivity";"English";"Article";"All Open Access, Green";"Scopus"
"410";"Analysis of the documents published in the web of science database on teachers' gamification method: A content analysis";2019;"International Journal of Emerging Technologies in Learning";4;"10.3991/ijet.v14i22.11741";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077239139&doi=10.3991%2fijet.v14i22.11741&partnerID=40&md5=fe0751d2d6a5ebba4e2f198ef45e7909";"Gamification is the use of game design elements in non-game contexts and it is gaining momentum in a wide range of areas including education. Despite increasing academic research exploring the use of gamification in education, little is known about teachers' main drivers and barriers to using gamification in their courses. Through the search conducted on Web of Science database with the keywords ""teacher""and ""gamification"", the study is based on the analysis of the documents published. All articles published in Web of Science were examined. Their distribution by the years, subject areas, document types, organization, author, country/regions, sources, meeting titles, language and the research area theme have been examined. The varied findings reveal that the analysis of the studies published on Web of Science database is important in terms of content for the significance by teacher through gamification. Gamification is used by teacher for effective results. The findings of the review provide insights for further studies as well as for the design of gamified systems. © 2019, Kassel University Press GmbH.";"Content analysis; Gamification; Teachers; Web of science";"Database systems; Driver training; Academic research; Content analysis; Gaining momentum; Game design; Gamification; Teachers; Web of Science; Publishing";"English";"Article";"All Open Access, Gold";"Scopus"
"411";"The role of gamification techniques in promoting student learning: A review and synthesis";2019;"Journal of Information Technology Education: Research";10;"10.28945/4417";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076908439&doi=10.28945%2f4417&partnerID=40&md5=f25f490b26092b401bd11ebc8d1296f0";"Aim/Purpose This study reviewed previous research on the role of gamification techniques in promoting students' learning. Background The role of gamification in promoting students' learning has been investigated empirically by many scholars. To date, mixed results about the effectiveness of gamification have been reported, and researchers frequently argue that the in-appropriateness of certain techniques may have contributed to these mixed findings. Methodology The Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) protocol was used to assess the criteria required for this review. A total of 40 studies were identified and included in the systematic review. The selected studies were used to assess the association between certain gamification techniques and students' learning in this study. Findings The results showed that gamification techniques differently affect students' learning. In addition, it is important for students to be instructed about the application of gamification approach before they engage in a gamified learning task. The key challenges relating to the use of gamification techniques were also discussed. Recommendations for Practitioners This review can help educational decision makers and practitioners to stimulate certain learning outcomes of the students with the help of specific gamification techniques. © 2019 Informing Science Institute.";"Gamification; Gamified learning activities; Higher education; Lifelong learning";"";"English";"Article";"All Open Access, Bronze";"Scopus"
"412";"Gamification using a choose-your-own-adventure type platform to augment learning and facilitate student engagement in marketing education";2019;"Journal for Advancement of Marketing Education";2;"";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068720038&partnerID=40&md5=6124fe9575ba28e9286226593c3536c4";"Purpose of the Study: Gamification is the instructor’s use of a game (e.g., role playing, word, adventure, trivia, puzzle, simulation, race, etc.) in the classroom to facilitate learning. Prior gamification research has yet to investigate the efficacy of using a choose-your-own-adventure style platform in the classroom. The purpose of this research is to explore the pedagogical value of that particular gamification method. Method/Design and Sample: Two independent studies using quantitative and qualitative data taken from three samples of marketing students at a large California university investigate the academic effectiveness, perceived helpfulness, and perceived enjoyment of a choose-your-own-adventure type game in the classroom via the open-source program Twine. Results: Results from Study 1 indicate marketing students take 23.8% less time while simultaneously scoring 10.2% higher on the module assessment when their lessons are gamified using Twine (vs. not gamified). Results from Study 2 suggest this particular gamification method also increases student engagement. Value to Marketing Educators: Given the findings of these two studies, the previously unstudied choose-your-own-adventure gamification platform is a recommended teaching method to augment marketing education as it not only increases student performance, but also student engagement. © 2019, Marketing Management Association. All rights reserved.";"Educational technology; Gamification; Instructional strategy; Self-efficacy; Student engagement";"";"English";"Article";"";"Scopus"
"413";"Using gamification in a teaching innovation project at the university of alcalá: A new approach to experimental science practices";2019;"Electronic Journal of e-Learning";9;"10.34190/JEL.17.2.03";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071182170&doi=10.34190%2fJEL.17.2.03&partnerID=40&md5=90805f285218de9ab4bff918161b2698";"Pre-service teachers frequently express negative prejudices towards science and the methodologies traditionally used during their training. Gamification is a booming technology based on combining the psychological aspects, mechanics and dynamics of a game in non-ludic environments. The use of gamification has shown good outcomes in terms of increasing students´ motivation towards the sciences. In this study, new laboratory practices were developed under the umbrella of gamification methodology for pre-service teachers. The general objectives were to eliminate negative prejudices, fear and rejection attitudes towards science, to foster the conceptual and procedural learning of science among students and to provide students with real-life examples and an experience of applying gamification themselves. First, the theoretical basis of the main components and dynamics of gamification in the Education context are summarized. Secondly, their application in a specific subject from the curriculum for the Teaching Training in Primary Education degree (Didactics of Natural Science (DNS), 3rd year) are presented. The methodology was applied twice in laboratory practice in two consecutive academic years: 2017/2018 (5 groups, 150 students ) and 2018/2019 (6 groups, 183 students). The steps, dynamics, components and the tools used for the gamification experience are described (i.e. Kahoot, Class Dojo). Several pre and post-tests were carried out to explore: (i) the students’ relationship with games; (ii) their preferred role as players; (iii) their assessment of the different elements involved in the gamification methodology; (iv) their motivation towards science laboratories attitude and (v) their self-perception with regards to their newly acquired skills to put gamification into practice in their professional future. ©ACPIL";"ClassDojo; Gamification; Kahoot; Laboratory practices; Motivation; Teaching training";"";"English";"Article";"All Open Access, Gold";"Scopus"
"414";"Benefits of gamification towards different learning styles in language learning";2019;"International Journal of Innovation, Creativity and Change";1;"";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084496763&partnerID=40&md5=7e037e2ed03d4a47ca1f10fe961ecdf7";"In the modern age, chalk and talk may not be as relevant as it was a decade ago. With the technology advancing exponentially, it has provided the earth citizens with its practicality and flexibility, particularly in language learning. However, there is still a majority group of people who have not fully utilised learning through technology. Gamification is one of the effective ways to learn a language as it also caters to all different types of learners. This paper aims to study the benefits of gamification towards different learning styles in language learning. This study implies that implementing gamification in education can help students to achieve their targeted goals in language learning and making teaching easier for the teachers. Future studies can investigate the challenges of gamification learning. © 2019, Primrose Hall Publishing Group.";"Auditory learner; Gamification; Kinaesthetic learner; Language learning; Learning styles; Technology; Visual learner";"";"English";"Article";"";"Scopus"
"415";"Gamification for blended learning in higher education";2019;"World Transactions on Engineering and Technology Education";NA;"";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062706666&partnerID=40&md5=28909a52d074a094aed965fb3e43362a";"The main objective of this study was to evaluate the use of gamification in an extended learning management system (LMS). Tournament and leaderboards are the gamification features that were implemented in the LMS. As case studies, a number of experiments were performed in an informatics Bachelor programme subject, i.e. Introduction to Programming (IP). Education data mining (EDM) techniques were used to extract from the experiments compelling patterns in the form of association rules and decision tree. Analysis of the technical evaluation results and the questionnaire shows that students need learning activity outside the classroom to sharpen and deepen the learning materials given during college hours. © 2019 WIETE.";"";"";"English";"Article";"";"Scopus"
"416";"Learning based on a gamification project: Connecting university education and Chilean geomorphology dissemination [Aprendizaje basado en un proyecto de gamificación: Vinculando la educación universitaria con la divulgación de la geomorfología de Chile]";2019;"Revista Eureka";2;"10.25267/Rev_Eureka_ensen_divulg_cienc.2019.v16.i2.2202";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067929421&doi=10.25267%2fRev_Eureka_ensen_divulg_cienc.2019.v16.i2.2202&partnerID=40&md5=7328df31cacda491db639af08d44c680";"With the aim of promoting knowledge of geomorphology through a tool that can be used by society as a whole, in a geomorphology course of geological degree project-based learning (PBL) and gamification were incorporated as an innovative teaching-learning methodology. The implementation of the project was based on the creation of a board which incorporated the gamification at the moment of using the created game which proved to be a viable learning tool which contributes to the acquisition of geomorphological knowledge, improves the analytical abilities, creativity and motivation in students. Due to the technological simplicity and economic accessibility of the game created, it is expected that society has the possibility of approaching geology, becoming in a better knowledge of its natural environment. © 2019 Universidad de CÃ¡diz y AsociaciÃ³n de Profesores Amigos de la Ciencia. All rights reserved.";"Gamification; Geoscience education; Popularization; Project-based learning; Table games";"";"Spanish";"Article";"All Open Access, Gold, Green";"Scopus"
"417";"Enhanced knowledge and engagement of students through the gamification concept of game elements";2019;"International Journal of Engineering Pedagogy";4;"10.3991/ijep.v9i5.11028";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077343235&doi=10.3991%2fijep.v9i5.11028&partnerID=40&md5=017fde083086551153987db1edecb4b0";"The idea of Gamification is very popular for applying the gaming concept theory in various fields. Nowhere else is this more important than in education. Considering the careful build-up and implementation of game-elements could improve academic performance outcome and student motivation. However, Gamification could require much more time to be designed and applied to education related activities and it also comes with significant operating and design cost to provide highly engaging activities for students. One of the main problems in designing Gamification is the question: “which game elements should be applied to student activities?”. Moreover one must make sure that it has great impact on students' performance in terms of their education related performance. Hence, in this research, we focused on studying the impact of each element in order to investigate the behavioral outcome of game elements in educational environments through the concept of knowledge and game-based learning from the Gamification concept. In our experiment, we examined the impact of each game element on senior high school students based on the basic elements of Gamification such as Leaderboard, Cooperative and Awarding badges. In addition, we studied the effect of the game-based learning application called Aqua Republica from UNEP and DHI centers with partner of Thailand. The experiment design compared two groups: the “Non-Gamified” and the “Gamified” groups participating in the game-based learning activity Aqua Republica. Academic indicators and numerical indicators were used to directly measure the effect and behavioral outcome of the use of game elements. Finally, the study suggested that leaderboards could improve the overall performance of students so it can be worth implementing it in classroom activities. © 2019 Kassel University Press GmbH. All rights reserved.";"And knowledge sharing and water management; Game based learning; Game elements; Gamification; Knowledge management";"";"English";"Article";"All Open Access, Gold";"Scopus"
"418";"Scientific production about gamification in education: A Scientometric analysis [Producción científica sobre gamificación en educación: Un análisis cienciométrico]";2019;"Revista de Educacion";6;"10.4438/1988-592X-RE-2019-386-429";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074042257&doi=10.4438%2f1988-592X-RE-2019-386-429&partnerID=40&md5=a1b31c3ce2fd552aeab0405786526f89";"Gamification is an emerging methodology that consists of using games or game mechanics in non-ludic contexts, thus providing in education with students’ motivation. This phenomenon has caused that it is not only being used in classrooms as concrete experiences, but within the scientific field there are more researches about educational gamification within the past years. This growing interest has motivated this research, which consists of a scientometric analysis of the publications indexed in the impact databases Web of Science (WoS) on the emerging methodology of gamification in Education. The following categories have been taken into account: Education and Educational Research, Education Scientific Disciplines, Social Sciences Interdisciplinary and Psychology Educational. The sample was composed of all the scientific productions (articles and communications in congresses) from the first appearance until 2017, with a number of 345 documents. This scientometric analysis has focused on analyzing the chronological productivity, the productivity according to the type of document, according to the publisher, the language and the distribution of productions according to the laws of Bradford and Lotka. The results show that quality scientific productions are in an exponentially growing phase, which demonstrates the increased interest of this methodology in the classrooms, the number of productions has decreased in the last year, but the scientific quality of them increased, which confirms the importance of gamification in the field. Finally, we would light to highlight that most publications are in English, as a worldwide scientific language. © 2019, Ministry Education and Science. All Right reserved.";"Bibliometrics; Educational games; Educational innovation; Educational research; Scientometrics";"";"Spanish";"Article";"";"Scopus"
"419";"The role of serious games, gamification and industry 4.0 tools in the education 4.0 paradigm";2019;"Contemporary Educational Technology";23;"10.30935/cet.554469";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068661814&doi=10.30935%2fcet.554469&partnerID=40&md5=3385c6bf6b69dcf468ab6679c02c1af1";"Education 4.0 is a new educational paradigm that intends to address the needs and potentialities of the fourth industrial revolution. Education 4.0 builds on the concept of learning by doing, in which students are encouraged to learn and discover different things in singular ways based on experimentation. This study intends to analyze the role of emerging technologies like serious games and industry 4.0 in the transformation of education 4.0 in higher education. A qualitative methodology was employed based on 25 case studies of innovative projects in Portuguese higher education institutions. The results indicate a residual adoption of serious games and gamification approaches only appear in less than 20% of the projects. It was also possible to identify that most projects involve several stakeholders such as teachers, students and university managers, and typically involve multidisciplinary competencies fields. The main benefits brought to the education context include greater involvement of students in projects, development of their skills and its application in a real context. On the other hand, the main challenges are the simplification of the real world made by these applications, the difficulties inherent to their inclusion in the didactical system and the limited capacities to offer greater interactivity without predefined external stimuli. © 2019, Anadolu University, Faculty of Communication Sciences. All rights reserved.";"Education 4.0; Educational paradigm; Gamification; Industry 4.0; Serious games";"";"English";"Article";"";"Scopus"
"420";"Effects of digital games on enhancing language learning in Tanzanian preschools";2019;"Knowledge Management and E-Learning";1;"10.34105/j.kmel.2019.11.017";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079406657&doi=10.34105%2fj.kmel.2019.11.017&partnerID=40&md5=82cb078e54481437cd9769681bccbc70";"This paper presents the effects of using digital games on improving language learning in Tanzanian preschools. A gamified learning prototype system was developed for making alphabetical sound articulation more engaging and fun. The study was conducted with twelve preschools in Tanzania. The results revealed that preschoolers' learning performance was improved when the game-based learning approach was incorporated into the sound articulation lesson. The findings inform educational stakeholders about the potential use of gamification in preschool education and propose ideas and means to standardize sound articulation and language learning to improve the overall quality of education. © 2019 Hong Kong Bao Long Accounting And Secretarial Limited. All rights reserved.";"Digital games; Gamification; Language learning; Preschool education";"";"English";"Article";"All Open Access, Gold";"Scopus"
"421";"Gamification as a tool for stimulating the educational activity of students of higher educational institutions of Ukraine and the United States";2019;"European Journal of Educational Research";6;"10.12973/eu-jer.8.3.875";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070195950&doi=10.12973%2feu-jer.8.3.875&partnerID=40&md5=894651ffacde167656fb831aa7fe33cc";"This study has experimentally tested how the introduction of simulations, adapting the experience of higher educational institutions of the United States, including the elements of gamification, in the training course Professional Foreign Language stimulates the educational activity of students at higher educational institutions of Ukraine students’ educational activity through the involvement and creation of activity for constructive competition and cooperation, stimulation of interests and motives, maintaining cognitive attention of students and encouraging feedback. To carry out this research, a script, a methodology for arranging the simulation Coffee Import-Export Procedure was developed. To process the collected statistical information, Covariance-based Structural Equation Modeling (SEM) software, including two-way ANOVA for Mixed Measures, was used, and the Textalyzer software was used to process the answers of the experimental group’s students to the open-type questions. It was found out, that the simulation model Coffee Import-Export Procedure with elements of gamification develops value-motivational, cognitive and activity-reflective components of educational activity of students, develops self-education skills, which are included in the list of key life and career Skills of the 21st Century, moving the formation of competences of self-education from minor to dominant positions, forms the model of future professional activity of students. The scientific and practical results of this research can be used in the practice of corporate training of company’s personnel, professional training of future specialists in management, international business, organizational psychology, law, etc., as well as for the organization of professional training for people with limited access to higher professional education or for those who needs retraining. © 2019 The Author(s)";"Flipped classroom technology; Gamification; Gamification of training; Higher professional education; Simulation";"";"English";"Article";"All Open Access, Gold";"Scopus"
"422";"Swords and sorcery: A structural gamification framework for higher education using role-playing game elements";2019;"Research in Learning Technology";2;"10.25304/rlt.v27.2272";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077207603&doi=10.25304%2frlt.v27.2272&partnerID=40&md5=8b14686818eb3121d9886e0a0ad03643";"Students attend the first sessions of your units and then disappear, some of them forever, and some of them have no clue what is going on or they work for other units’ assessments. When it comes to providing them with formative assessment, it is not always well received as it is perceived as extra work. The purpose of this article is to define a gamification framework based on structural gamification that focuses on that weak part of your cohorts that do not engage as much, and it does that in a great way, as it embeds video game rules and role-playing into the curriculum. This is achieved through implementing game elements to the entire second-year cohort (N = 34) of computer game development students, in the unit ‘Engineering Software Systems’. The goal is to motivate and engage the at-risk students of the cohort with lower activity, attendance and involvement in the unit. © 2019 K. Ntokos.";"Action-research; Gamification; HE; Higher Education; Motivation; Player; Player archetypes; Role-Playing; RPG; SDT; Structural";"";"English";"Article";"All Open Access, Gold";"Scopus"
"423";"Serious games in theology";2019;"HTS Teologiese Studies / Theological Studies";1;"10.4102/hts.v75i4.5465";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075765150&doi=10.4102%2fhts.v75i4.5465&partnerID=40&md5=1de51a32beade3d6a8995f188f698624";"In South Africa, the implementation of serious games and gamification (collectively referred to as gaming) in the design of curricula, being presented in schools and institutions of higher education, is mostly a novelty. As we are (should be) in a transitional phase with education, especially on two levels, namely, with the decolonisation of education and preparing education for the Fourth Industrial Revolution, it would be fitting and high time to fully implement gaming into the curricula. This article takes a look at the implementation of a serious game on an undergraduate level at a residential university. It focuses in a pragmatic way on applying the serious game on biblical languages-Greek, Hebrew and Latin-proposing that they should be presented to the student as paper behind the glass. © 2019, AOSIS (pty) Ltd. All rights reserved.";"Decolonised education; Fourth Industrial Revolution; Gamification; Online; Paper behind the glass; Serious games";"";"English";"Article";"All Open Access, Gold";"Scopus"
"424";"The student experience of student-centered learning methods: Comparing gamification and flipped classroom";2019;"Education for Information";2;"10.3233/EFI-180189";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068135291&doi=10.3233%2fEFI-180189&partnerID=40&md5=e76ad8b9f5d0f2b1e4249cd0ede4a096";"Higher education enrollment has declined recently. New recruiting strategies and student-centered learning environments with challenge, enthusiasm, and joy are required to boost enrollment and engagement. Thus, the student-centered teaching approach, which one of the approaches under implementation and observation, are increasingly needed. Gamification and flipped classroom are cutting-edge educational approaches to motivate students. Nevertheless, the effectiveness of both methods has not yet been explored. The aim of this experimental study is thus to investigate and compare the effectiveness of these approaches. Student-led activities are designed and the perspectives from both participants and activity conductors are collected. The results show that these techniques successfully shift students' perceived usefulness and engagement intention. Gamification gains slightly better results than flipped classroom from the participants' viewpoints. © 2019-IOS Press and the authors.";"Active learning; Adoption; Assignments; Class activities; Experimental teaching; Higher education; Information systems; Social science research; Student surveys";"Computer aided instruction; Information systems; Learning systems; Active Learning; Adoption; Assignments; Class activities; Experimental teachings; Higher education; Social science research; Student surveys; Students";"English";"Article";"";"Scopus"
"425";"The influence of gamification on decision making in nursing students";2019;"Journal of Nursing Education";3;"10.3928/01484834-20191120-07";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075910089&doi=10.3928%2f01484834-20191120-07&partnerID=40&md5=3c3a2f0e8ce13fd0a27a75d5595698a1";"Background: Gamification provides nursing students with a setting in which they can practice clinical reasoning and decision making in a realistic and secure way. The purpose of this study was to determine the influence of gamification on decision making in nursing students. Method: A quasi-experimental study was performed with a control group and an experimental group. A convenience sample was used to select the participants. A total of 191 nursing students participated. Participants were randomly assigned to one of the groups. Results: On comparing the control group and experimental group, statistically significant differences were found in the following patterns: vigilance, buck passing, and procrastination. Conclusion: Using gamification as part of nursing education increases satisfaction, creative thinking, and control, among other aspects, with little to no negative effects throughout the experience, which has a significant impact on decision making. Copyright © SLACK Incorporated.";"";"adult; alertness; article; controlled study; convenience sample; creativity; decision making; female; human; human experiment; human tissue; major clinical study; male; nursing education; nursing student; procrastination; quasi experimental study; randomized controlled trial; satisfaction; case control study; clinical decision making; game; problem solving; randomization; Case-Control Studies; Clinical Decision-Making; Female; Games, Experimental; Humans; Male; Problem Solving; Random Allocation; Students, Nursing";"English";"Article";"";"Scopus"
"426";"A case of school teachers training program using new ICT technologies based on gamification and digilogteaching-learning methods";2019;"Journal of Advanced Research in Dynamical and Control Systems";NA;"";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082823096&partnerID=40&md5=a96404164c60dceec4f6ca0bd91972c0";"In the era of knowledge and information services in the 21st century, when the 4th Industrial Revolution arrived, traditional education methods focusing on the individual transfer of knowledge from a particular school have limitations. The need for competency-oriented education is increasing in the sense that knowledge alone cannot foster creative and converged thinking capabilities.Capacity-oriented education clearly presents the knowledge, skills, values and attitudes that learners will need until they reach adulthood, while exploring and examining how to cultivate these elements. The Future Creative-plugged model focuses on creativity as a novel idea that is not already known and the ability to produce complexities of such ideas.Among the new ICT technologies, the Gamification teaching-learning method, which utilizes elements and techniques of the game to motivate them to achieve a specific goal, was constructed as a teaching learning method to explain the principle of blockchain technology, and digital technology and analog sentiments were combined with big data/artificial intelligence principle education to Digilog teaching-learning method.In addition, a wide range of school levels teachers who interested in creative education were applied on a trial basis to verify the effectiveness of the new model and analyzed the results. © 2019, Institute of Advanced Scientific Research, Inc.. All rights reserved.";"Big data/artificial intelligence; Blockchain; Creative education; Digilog teaching-learning method; Gamification teaching-learning method";"";"English";"Article";"";"Scopus"
"427";"Jump to the next level: A four-year gamification experiment in information technology engineering";2019;"IEEE Access";2;"10.1109/ACCESS.2019.2932803";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085977224&doi=10.1109%2fACCESS.2019.2932803&partnerID=40&md5=8fe853ac5eb5b7c87830e92247d52693";"Higher education in Spain has to deal with constant troubles and uncertainties due to the economic crisis, high rates of unemployment in young people, lack for study habits in secondary school and legal fluctuations. This uncertain environment does not foster student effort and it is behind the important rates of abandon in higher education. The Bologna Process was thought to create a new paradigm in higher education in the European Union. However, the changes came from the top (governments) to the bottom (lectures and students) so they were not properly supported by specialized training oriented to lecturers. It did not include the appropriate changes in lower education stages (secondary education) to prepare student when facing University. Therefore, in the past decade several new teaching methodologies have appeared to deal with student demotivation and to fight against dropouts. Those methodologies try to keep the students engaged during the whole course paying more attention to their learning process, attitudes, motivations and expectations. Consequently, in this paper, we present a four-year experiment whose main objective is to keep students engaged during the whole year and to foster their motivation in order to increase their learning outcomes. The experiment is based on the application of gamification to the assessment process emulating a traditional platform video-game, like Super Mario. The results show that this experiment was positive for most students who achieved good marks and good rates of task completion. © 2020 Royal Society of Chemistry. All rights reserved.";"Education; Engineering education; Engineering students; Gamification";"Gamification; Learning systems; Motivation; Assessment process; Economic crisis; Higher education; Learning outcome; Learning process; Secondary schools; Specialized training; Uncertain environments; Students";"English";"Article";"All Open Access, Gold";"Scopus"
"428";"Gamification support for learning in spatial computing environments";2019;"Journal of Universal Computer Science";NA;"";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077684177&partnerID=40&md5=81526dfcbc3d2db6bdb94a79d92afea7";"With the rise of mixed reality hardware and software, new opportunities in formal higher education arise, e.g. in anatomy, as the usage of 3D structures instead of 2D images or anatomical models supports a better understanding and enhances the learning process. But even with access to virtual 3D models, motivation is a key element for successful learning and for progressing over a longer period of time. Mixed reality spaces offer new opportunities for combining a 3D stereoscopic depth perception of anatomic models together with gamification and interactive learning. Virtual 3D models can be enhanced with additional information which can name and explain separate elements. Therefore, we developed GaMR, a gamified framework for learning in mixed reality, where 3D models can be experienced on the Microsoft HoloLens and the HTC Vive. Quiz creation is supported by placing annotations on the model. Progress is rewarded by badges. The gamification strategy guides the student and gives feedback about the learning progress. This open source gamification framework for mixed reality was evaluated with students and doctors from a medical university. It showed that it can be employed in many academic and industrial use cases. © J.UCS.";"Augmented Reality; Gamification; HTC Vive; Learning; Microsoft HoloLens; Mixed Reality; Virtual Reality";"";"English";"Article";"";"Scopus"
"429";"Active methodologies in health. Scientific production on gamification in health sciences [Активные методологии здоровья: научная продукция по геймификации в науках о здоровье]";2019;"Science for Education Today";2;"10.15293/2658-6762.1903.13";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068403486&doi=10.15293%2f2658-6762.1903.13&partnerID=40&md5=e75de318fa68ed417137de09378d72eb";"Introduction. Gamification is based on the use of game elements, designs and structures in non-leisure contexts. Although there are many studies that prove the effectiveness of this methodology, no study has been found that has researched, analysed or organised scientific production on gamification in the sphere of health, which is what this paper offers. The purpose of the study is to analyse research articles on gamification and health, using sciencemetric and content analysis methodologies. Materials and Methods. An analysis was carried out on articles from the Web of Science database containing the words 'gamification' and 'health' using sciencometric methods and advance text analysis via content evaluation. In addition, an analysis of the literature was carried out among the most cited articles on the subject in order to extract the most current topics with the greatest scientific impact. Results. The remaining analysis comes from the 309 articles obtained. It shows the accumulation of different prestigious scientific journals and specific authors as well as the hegemonic predominance of the English language. The analyzed articles mostly presented case studies which focus on use of apps, change of habits and influence of gamification on the health training processes. Conclusions. The results showed a reduced group of topics currently studied, about all the studies of mobile applications, and the growth for the coming years, to which these types of investigations can be considered as a field of study relevant for the scientific community in the short and medium term. © 2011-2019 Science for Education Today All rights reserved";"Games; Gamification; Health; Nursing Education; Scientometric; Teaching";"";"English";"Article";"All Open Access, Gold";"Scopus"
